clause_text,risk_index,label,probability_of_risk,category,source
Like help meet leader. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.0,interest_rates,semi_random_generated
Music agent all audience television a kitchen. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.61,penalty_clauses,synthetic_template
Money individual detail particularly. Thought customer herself trade. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.72,third_party_sharing,synthetic_template
Hope view room hard full. Your subscription may renew automatically unless cancelled manually.,medium,0,0.8,interest_rates,synthetic_template
Alone memory every rich fine five. Interest rates can reach up to 42% annually.,high,1,0.95,data_retention,semi_random_generated
Tough office which company we learn treat another. Impact page air occur trade seek clearly. Your subscription may renew automatically unless cancelled manually.,medium,0,0.52,consent_clarity,semi_random_generated
Training hotel if bring inside high think. Interest rates can reach up to 42% annually.,high,1,0.89,interest_rates,semi_random_generated
Morning capital five along near debate. Interest rates can reach up to 42% annually.,high,1,0.94,late_fees,synthetic_template
Approach seat partner. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.6,third_party_sharing,semi_random_generated
Lot wall color defense air bill. User data might be shared for analytics under anonymized conditions.,medium,0,0.63,payment_terms,synthetic_template
Bag to along wish resource. As heart build rest theory go soldier. Your subscription may renew automatically unless cancelled manually.,medium,0,0.59,late_fees,synthetic_template
Check design force attack federal particularly rest democratic. Users will be notified of any major changes to the agreement.,low,0,0.11,third_party_sharing,synthetic_template
Woman wait change discover yeah today. You may terminate your agreement at any time with a 7-day notice.,low,0,0.15,privacy_data_usage,semi_random_generated
First continue certainly threat. You may terminate your agreement at any time with a 7-day notice.,low,0,0.07,third_party_sharing,synthetic_template
Professor phone recognize war popular side lose. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.35,payment_terms,semi_random_generated
Anything anything five see sort clear. The company has the right to terminate services at its sole discretion.,high,1,0.89,privacy_data_usage,synthetic_template
Hit rise system that issue visit somebody. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.62,late_fees,synthetic_template
Line whole indeed success figure south organization situation. Late payment will incur a recurring penalty of 25% per month.,high,1,0.87,user_obligations,synthetic_template
Behavior soldier somebody another condition even politics. Data sharing with third parties occurs only after explicit consent.,low,0,0.44,termination_rights,semi_random_generated
Hard claim rest assume assume machine citizen. The company has the right to terminate services at its sole discretion.,high,1,0.9,late_fees,synthetic_template
Tonight piece bit together. Personal data will only be used to provide requested services.,low,0,0.2,termination_rights,semi_random_generated
System phone study out. The company has the right to terminate services at its sole discretion.,high,1,0.95,data_retention,synthetic_template
Him party room claim. You may terminate your agreement at any time with a 7-day notice.,low,0,0.35,third_party_sharing,semi_random_generated
Themselves not season out event wonder. Push product for know however. Failure to comply may result in service suspension upon review.,medium,0,0.6,third_party_sharing,semi_random_generated
Surface land young five all. Interest rates can reach up to 42% annually.,high,1,0.96,late_fees,synthetic_template
Opportunity rule cover tonight campaign send off. Collected personal data may be shared with affiliates without your consent.,high,1,0.89,data_retention,semi_random_generated
Above wear vote more design thus. User data might be shared for analytics under anonymized conditions.,medium,0,0.56,third_party_sharing,synthetic_template
Character too partner know still over today pattern. Collected personal data may be shared with affiliates without your consent.,high,1,0.94,user_obligations,semi_random_generated
Reduce air toward person. User data might be shared for analytics under anonymized conditions.,medium,0,0.6,penalty_clauses,semi_random_generated
Since fine nice second. Personal data will only be used to provide requested services.,low,0,0.1,late_fees,synthetic_template
Data decade give officer theory research color. Determine even eight term here degree. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.47,privacy_data_usage,semi_random_generated
Team plan next build dog give. Interest rates can reach up to 42% annually.,high,1,0.95,third_party_sharing,semi_random_generated
